id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link,hashtag,date,content,interactions
11.0,Marta__Kubiak,"Żeby było jasne - nie jestem jakimś fanatykiem, czy zadymiaczem. Nie jestem osobą, która nie może się pogodzić z tym, ze wygrał Nawrocki i szuka dramy... Chcę TYLKO i AŻ zbadania wszystkich nieprawidłowości wyborczych !!! Nie mogę udawać, że nic się nie stało!!! Art 127 konstytucji brzmi: Prezydent Rzeczypospolitej jest wybierany przez Naród w wyborach powszechnych, RÓWNYCH, bezpośrednich i w głosowaniu tajnym. Chcę żyć w kraju, gdzie ustawa zasadnicza jest rzeczywiście aktem normatywnym o najwyższej mocy prawnej, który określa strukturę państwa, zakres kompetencji organów państwowych oraz prawa i obowiązki obywateli. @Platforma_org @WiolaPaprocka @GiertychRoman",1,78,6,85.0,08-06-25,670.0,93.0,,https://nitter.net/Marta__Kubiak/status/1931784677825663073#m,,,,
12.0,prezydentkarol,Karol Nawrocki mówi: Po pierwsze Polska! Po pierwsze Polacy! 🇵🇱,3,97,21,121.0,08-06-25,63.0,10.0,,https://nitter.net/prezydentkarol/status/1931745546277888028#m,,,,
13.0,jjwWalter,"Kłamałem. Że jak Nawrocki wygra wybory, to zamilknę na zawsze. Kłamałem, bo tak nie wolno. Poddawać się i pójść na ""emigrację wewnętrzną"". Wracam. Działać i walczyć.",31,378,691,1100.0,07-06-25,165.0,26.0,,https://nitter.net/jjwWalter/status/1931370176622047252#m,,,,
2.0,Krzyszt25104018,".Należy, dziękować za powrót do normalności, spadek inflacji przyspieszenie , gospodarki zwiększenie wydatków na obronę Przywracanie praworządnośći , okaże ,się czy prezydent Nawrocki, będzie poierał ,rozwój Polski,",0,0,0,0.0,08-06-25,215.0,27.0,,https://nitter.net/Krzyszt25104018/status/1931808768255480319#m,,,,
3.0,art22ek,Podczas kampanii wyszło że Nawrocki to oszust Alfons ćpun ze znajomościami z półświatka a ona pisze coś o prawej stronie mocy i dobrze ojczyzny... To się nie dzieje naprawdę...,0,0,0,0.0,08-06-25,176.0,29.0,,https://nitter.net/art22ek/status/1931808767579983955#m,,,,
5.0,BatugWojciech,"-Bodnar odwiedza więzienie w Nowogardzie: tu Trzaskowski ma 88% poparcia, -GW: Nawrocki wygrał, Giertych to troll, -Newsweek: Tusk zestarzał się, kiedy koniec? -popłoch wśród upolitycznionych sędziów-po wygranej Trzaskowskiego mieli obiecane stanowiska. W obozie Tuska trwa wojna.",0,67,3,70.0,08-06-25,280.0,36.0,,https://nitter.net/BatugWojciech/status/1931785364701642802#m,,,,
6.0,ekazikowska,Nawrocki inspiruje.,1,34,3,38.0,08-06-25,19.0,2.0,,https://nitter.net/ekazikowska/status/1931644086521323808#m,,,,
7.0,M4rekM,Jak będzie nawrocki - postawia pieczątkę Jak będzie trzastek to nie...,0,0,0,0.0,08-06-25,70.0,11.0,,https://nitter.net/M4rekM/status/1931808687670100304#m,,,,
8.0,KarpEwaBo,"Zaskakujące! Wicenaczelna ""GW"": Karol Nawrocki wygrał wybory i nie ma co do tego wątpliwości. Giertych to troll internetowy. wpolityce.pl/polityka/731882…",0,3,0,3.0,08-06-25,154.0,19.0,,https://nitter.net/KarpEwaBo/status/1931800660531384724#m,,,,
9.0,NEWSMAX,"""[New Polish President Karol Nawrocki] will be a balanced counterweight to all the leftist elite in Poland."" — Mateusz Morawiecki, former Polish prime minister, sees a new conservative era starting for Poland @MorawieckiM @RitaCosby",10,328,48,386.0,07-06-25,232.0,34.0,,https://nitter.net/NEWSMAX/status/1931413353097756739#m,,,,
10.0,Piotrs541,"Nawrockim niektórzy się podniecają, że taki niezależny itd., zapominając przy tym, że został on wytypowany przez JK po niezbyt udanych eksperymentach z Marcinkiewiczem, Dudą i Morawieckim. Może Nawrocki, to będzie strzał w dziesiątkę?",0,0,0,0.0,08-06-25,234.0,33.0,,https://nitter.net/Piotrs541/status/1931808682678841848#m,,,,
12.0,Miriam_M_K,Duda to pospolity cham. Nawrocki to sutener. I ukradli nam wybory. Nie zapraszam do dyskusji.,0,20,2,22.0,08-06-25,93.0,15.0,,https://nitter.net/Miriam_M_K/status/1931766469085249540#m,,,,
13.0,OmzRi,"PRAWOMOCNIE WYGRALIŚMY PRZED SĄDEM Z DARIUSZEM MATECKIM ❗ Inni dużo mówią, my skutecznie stawiamy pisowców przed sądami i wygrywamy. Co ważne, w przypadku tego wyroku, nie może wydać ułaskawienia ani Andrzej Duda, ani Karol Nawrocki. NIE ZATRZYMUJEMY SIĘ Nasza organizacja inicjuje pół tysiąca postępowań każdego roku. Udało nam się postawić przed sądem kilkudziesięciu przestępców, będących politykami PiS, Konfederacji i Komunistycznej Partii Polski. Idziemy po kolejnych. Dlaczego wygrywamy i skutecznie ścigamy skrajnie prawicowych i skrajnie lewicowych przestępców? 🔴 Bo mamy ogromne doświadczenie. Zaczynaliśmy wiele lat temu w Białymstoku, gdzie doprowadziliśmy do rozbicia gangów kibolskich, spajanych ideologią nazistowską. 🔴 Bo jesteśmy zdeterminowani. W czasach rządów PiS nasz Ośrodek był wielokrotnie obiektem ataków ze strony prokuratorów i sędziów dyspozycyjnych wobec władzy. Robiono nam przeszukania, stawiano fałszywe zarzuty, odbierano nam dokumenty. Rafał Gaweł musiał dopiero w Norwegii udowodnić swoją niewinność, bo w Polsce ludzie Ziobry doprowadzili do jego skazania, na podstawie fałszywych oskarżeń. 🔴 Jesteśmy skuteczni, bo mamy Was, którzy nas finasujecie. Nie bierzemy pieniędzy od rządu, nie korzystamy z dotacji i dofinansowań. Dzięki temu nie musimy poświęcać tysięcy godzin na biurokrację, tylko w tym czasie realnie działamy. I najważniejsze, dzięki niezależnemu finansowaniu jesteśmy NIEZALEŻNI. Nikt nie może nam niczego nakazać, zakazać ani zabronić. Idziemy po kolejnych polityków czyniących zło. Po Grzegorza Brauna, Patryka Jaki, Pawła Szafernakera, Beatę Kempę i Przemysława Czarnka i wielu innych. Sprawę prowadziła razem z nami nieoceniona mecenas Magdalena Spisak. ❤️ ______ Wspieraj nas. Ścigamy rasistów, homofobów, faszystów, ksenofobów. Bez żadnego wsparcia państwa, bez unijnych dotacji. Jedynym źródłem finansowania działań Ośrodka są dobrowolne darowizny naszych zwolenników. Wspieraj nas: PayPal i karta płatnicza: omzrik.pl/wesprzyj-nas zbiórka: zrzutka.pl/omzrik Dane do przelewu: nr konta 19 2490 0005 0000 4520 8435 8540 Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych Plac Dąbrowskiego 5 00-057 Warszawa tytuł : ""darowizna na działalność statutową"" IBAN : PL19249000050000452084358540 SWIFT: ALBPPLPW Uruchomiliśmy nasz profil na portalu Patronite, będziemy zobowiązani jeśli zdecydujecie się Państwo zostać naszymi patronami: patronite.pl/omzrik",8,403,96,507.0,08-06-25,2419.0,315.0,,https://nitter.net/OmzRi/status/1931627930951536891#m,,,,
14.0,cho_lucyna,"Panie Wojciechowski i po co bronić czegoś co jest nie do obrony? Każdy widział jak Nawrocki zażywał substancję niedozwoloną w Polsce na wizji tv, a TERAZ niech pan pisze wnioski do sądu na ponad dziesięć milionów Polaków. Powodzenia.",0,12,0,12.0,07-06-25,233.0,38.0,,https://nitter.net/cho_lucyna/status/1931295763952173438#m,,,,
15.0,Woz_Piotr,"Nie wiem jakim prezydentem będzie Karol Nawrocki, ale oby nie był Andrzejem Dudą. I mówię o tym Dudzie, który jest bardziej aktorem i komediantem. Wczoraj Prezydent naszego Państwa udawał profesora Strzembosza. To normalne? 6 sekund. Mój dobry Boże.",52,175,173,400.0,08-06-25,249.0,38.0,,https://nitter.net/Woz_Piotr/status/1931585771951063356#m,,,,
16.0,AdamNawrocki3,Ile jeszcze ten pajac kulesza i jego kumpel probierz będą zarządzać polska piłką?,0,0,0,0.0,08-06-25,81.0,13.0,,https://nitter.net/AdamNawrocki3/status/1931808573534658730#m,,,,
1.0,nexta_tv,"Polish President-elect Nawrocki has spoken out against Ukraine's accession to the European Union Karol Nawrocki said he admires Ukraine’s bravery when standing against Russian imperialism, which he considers the greatest threat to East-Central Europe, but stressed that Ukraine must also understand that its fast-tracked EU accession is not in the interest of most member states in the region. “I oppose Ukraine’s accession to the EU at this moment. However, I recognize that we need to support Ukraine from a strategic and geopolitical point of view,” Nawrocki told the Hungarian outlet Mandiner.",39,210,424,673.0,07-06-25,597.0,91.0,,https://nitter.net/nexta_tv/status/1931402699297169837#m,,,,
2.0,Simon01978377,"Jak kurwa 45% kobiet głosowało na Nawrockiego ? To jak kurw a Nawrocki to wybór mężczyzn, co to jest za pierdolenie podsycające “wojnę płci”",0,0,0,0.0,09-06-25,140.0,24.0,,https://nitter.net/Simon01978377/status/1931965762337468484#m,,,,
3.0,LeskiewiczRafa,"Uwaga dezinformacja ‼️ W dzisiejszym wydaniu „Faktów po faktach” w TVN 24 Zbigniew Janas, były działacz opozycji antykomunistycznej powiedział, że Karol Nawrocki powołał na dyrektora Oddziału IPN we Wrocławiu „faszystę”. Ta skandaliczna wypowiedź Pana Janasa to oczywista i łatwa do sprawdzenia nieprawda. Sprawa dotyczy Tomasza Greniucha, powołanego i odwołanego przez poprzednika Karola Nawrockiego na stanowisku Prezesa IPN Jarosława Szarka. Gdy na początku 2021 r. ówczesne kierownictwo Instytutu dowiedziało się o nieakceptowalnej działalności Pana T. Greniucha w przeszłości, został on zwolniony z IPN w lutym 2021 r. Karola Nawrockiego powołano na stanowisko Prezesa Instytutu Pamięci Narodowej w lipcu 2021 r. Pozwólcie Państwo, że pominę inne wypowiedzi Pana Janasa dot. Prezesa IPN i Prezydenta elekta dr. Karola Nawrockiego, które pojawiły się podczas rozmowy z red. Piotrem Marciniakiem. To poniżej akceptowalnego poziomu kultury. Brak reakcji na skandaliczne zachowanie Pana Janasa ze strony red. Marciniaka i współuczestnika rozmowy Aleksandra Smolara, pokazuje że mamy inną, zdecydowanie odmienną wrażliwość.",21,800,68,889.0,08-06-25,1123.0,153.0,,https://nitter.net/LeskiewiczRafa/status/1931818364801888522#m,,,,
4.0,karo0018,"Brawo prezydencie Nawrocki, marzyło mi się i pisałem że nikt inny tylko prof. Cenckiewicz na szefa BBN.",0,0,0,0.0,09-06-25,103.0,17.0,,https://nitter.net/karo0018/status/1931965756150895000#m,,,,
5.0,pooooooooooopa,Możecie sobie mówić co chcecie ale Nawrocki to mega inteligentny typ który rozjeżdżał Trzaskowskiego na debatach,0,0,0,0.0,09-06-25,112.0,16.0,,https://nitter.net/pooooooooooopa/status/1931965745409180017#m,,,,
7.0,jachcy,Nawrocki ma rację ws. Ukrainy🔥 ➡️„Wy z Badnerą do Unii Europejskiej nie wejdziecie…”‼️,0,18,0,18.0,09-06-25,86.0,13.0,,https://nitter.net/jachcy/status/1931962755109552315#m,,,,
8.0,Adam83462787,"Dzieje się... Petycję w sprawie wyborów podpisało już ponad 200 tys., PKW w związku z licznymi nieprawidłościami zwołuje pilne posiedzenie, a Minister Bodnar na pytanie czy Nawrocki zostanie prezydentem odpowiada: ""SĄ WĄTPLIWOŚCI"".",3,78,12,93.0,09-06-25,231.0,32.0,,https://nitter.net/Adam83462787/status/1931934379460231229#m,,,,
9.0,p0liniak,"Kochani, mam dla was 2 złe wiadomości: 1. Karol Nawrocki niestety nigdy nie wypowiedział słów na temat Erasmusa :( 2. ludzie którzy nabrali się na ten trolling mają prawa wyborcze :( Dziękuję wszystkim, jeden z najzabawniejszych momentów w moim twitterowym życiu xDD",1,165,49,215.0,08-06-25,266.0,42.0,,https://nitter.net/p0liniak/status/1931645238138851617#m,,,,
10.0,Dekantacja,"Wszystkim ""silniczkom"" chciałbym obiecać, że wybory prezydenckie będą powtórzone...w 2030 roku i znów wygra Karol Nawrocki.😂",3,112,10,125.0,08-06-25,124.0,16.0,,https://nitter.net/Dekantacja/status/1931712118631371105#m,,,,
11.0,Amberyt94912589,Mamy 80 obs już,0,0,0,0.0,09-06-25,15.0,4.0,,https://nitter.net/Amberyt94912589/status/1931965523727950206#m,,,,
13.0,ColaBreugnon,Autor wpisu: - psychopata,0,0,0,0.0,09-06-25,25.0,4.0,,https://nitter.net/ColaBreugnon/status/1931965475799392722#m,,,,
16.0,marek67r,"Wicenaczelna ""GW"": Karol Nawrocki wygrał wybory i nie ma co do tego wątpliwości. Giertych to troll internetowy😂😂 Kto się z nią zgadza daje like. wpolityce.pl/polityka/731882…",3,90,3,96.0,09-06-25,174.0,25.0,,https://nitter.net/marek67r/status/1931910394030834152#m,,,,
17.0,JoannaB_49,"Żadna śmieszność, wałek to wałek ‼️ Ja chcę wiedzieć jaki jest prawdziwy wynik wybór i mam do tego prawo jako obywatel. Weryfikacja nieprawidłowości dopiero powie jaki był PRAWDZIWY wynik. Jeżeli wygrał Nawrocki to będzie Prezentem. Teraz tego nie wiemy. I tyle, i aż tyle.",0,1,0,1.0,09-06-25,273.0,44.0,,https://nitter.net/JoannaB_49/status/1931960458090602852#m,,,,
19.0,wiihol,"Zaskakujące! Wicenaczelna ""GW"": Karol Nawrocki wygrał wybory i nie ma co do tego wątpliwości. Giertych to troll internetowy wpolityce.pl/polityka/731882…",3,114,2,119.0,08-06-25,153.0,19.0,,https://nitter.net/wiihol/status/1931783663311884626#m,,,,
20.0,LechMucha,"Kochani Wyborcy Trzaskowskiego. Mam dla Was dobra radę. Kupcie kredki i papier i narysujcie chmurkę, słoneczko, samolot, kaczuszkę, czy co tam potraficie. Oczywiście, nic nie zmieni faktu, że Karol Nawrocki został prezydentem, ale zajmiecie sobie czyms inni głowę.",0,22,3,25.0,08-06-25,264.0,38.0,,https://nitter.net/LechMucha/status/1931743639010480510#m,,,,
21.0,AneczkaKon69192,"🇵🇱 Karol Nawrocki uzyskał doktorat z nauk humanistycznych na Uniwersytecie Gdańskim, ukończył studia podyplomowe International MBA in Strategy na Politechnice Gdańskiej. Tytuł rozprawy doktorskiej Nawrockiego: ""Opór społeczny wobec władzy komunistycznej w województwie elbląskim🧵",4,178,6,188.0,08-06-25,279.0,33.0,,https://nitter.net/AneczkaKon69192/status/1931621500299149447#m,,,,
22.0,apokalyptikodel,"«Είμαι κατά της εισόδου της Ουκρανίας στην Ευρωπαϊκή Ένωση», δηλώνει ο εκλεγμένος πρόεδρος της Πολωνίας Nawrocki voicenews.gr/eimai-kata-tis-…",0,0,0,0.0,09-06-25,142.0,17.0,,https://nitter.net/apokalyptikodel/status/1931965405158846539#m,,,,
23.0,blinkerek,"Policzą jeszcze raz, wyjdą drobne różnice z przeoczenia, zmęczenia itp. Znowu wygra Nawrocki. Odpuszczą czy nadal będą szukać?",0,0,0,0.0,09-06-25,126.0,18.0,,https://nitter.net/blinkerek/status/1931965396472471819#m,,,,
24.0,Kmiecik_Maciej,"Mi trudno to skomentować, ale innym będzie może łatwiej... „Karol Nawrocki wygrał i nie ma co do tego wątpliwości i ta skala nieprawidłowości czy to błędów jest na tyle mała, że nie może się przełożyć na wynik wyborów. Donald Tusk słusznie tonuje emocje, bo ma w swoich szeregach trolli internetowych takich jak na przykład Roman Giertych, którzy te emocje zupełnie podsycają.” – Powiedziała w programie ""Loża Prasowa"" wicenaczelna GW Aleksandra Sobczak. #PrzeliczmyGłosy @GiertychRoman @czuchnowskiw",29,190,374,593.0,08-06-25,500.0,74.0,,https://nitter.net/Kmiecik_Maciej/status/1931676050125160946#m,,,,
26.0,FatherJacek,"Kim jest PREZYDENT RZECZYPOSPITEJ POLSKIEJ dr Karol Nawrocki? 🇵🇱 Karol Nawrocki uzyskał doktorat z nauk humanistycznych na Uniwersytecie Gdańskim, ukończył studia podyplomowe International MBA in Strategy na Politechnice Gdańskiej. Tytuł rozprawy doktorskiej Nawrockiego: ""Opór społeczny wobec władzy komunistycznej w województwie elbląskim 1976–1989"" . Imponuje poziomem wykształcenia, a przede wszystkim publikacjami naukowymi. Jest autorem lub współautorem licznych publikacji książkowych oraz kilkudziesięciu artykułów naukowych. Historyk o zasięgu międzynarodowym. W Polsce ekspert programu historycznego TVP3 Gdańsk „W świetle prawdy” oraz „Wojna i Pamięć”. Podczas procedury sprawdzającej otrzymał dostęp do informacji niejawnych, bo ustalono nieskazitelność Nawrockiego i uzyskał najwyższy stopień dostępu – do poziomu informacji ściśle tajnych. Sejm wybrał go na prezesa IPN, a Senat zgodził się na ten wybór. W barwach RKS Stoczniowiec w 2004 wywalczył 1-sze miejsce w Strefowym Turnieju pięściarskim o Puchar Polski dla juniorów w wadze 91 kg. Następnie był kapitanem drużyny piłkarskiej Ex Siedlce Gdańsk. Zajmował się resocjalizacją przestępców m. in. prowadząc zajęcia w zakładach karnych. Członek Rady Dyplomacji Historycznej przy Ministrze Spraw Zagranicznych RP. Uczestnik projektu Departamentu Stanu USA International Visitor Leadership Program (IVLP) Członek Rady do Spraw Muzeów i Miejsc Pamięci Narodowej i Rady Biblioteki Narodowego Instytutu Kultury i Dziedzictwa Wsi i Rady Muzeum II Wojny Światowej w Gdańsku. Wspólnie z MSZ zainicjował oraz koordynował realizację międzynarodowego projektu wystawienniczego ""Fighting and Suffering”, który w ponad 160 miejscach na całym świecie zaprezentował dzieje Polski i Polaków podczas II wojny światowej. Dzięki Nawrockiemu, świat poznawał prawdę historyczną o Polsce, i nie ma obawy, że się przejęzyczy przy ""niemieckich obozach śmierci"". Te wybory to nie była zwykła polityczna gra. To była wojna dwóch systemów. Świata postkomunistycznego i świata niepodległościowego. Śmiertelnie niebezpieczna. I na taką wojnę może pójść tylko ktoś silny i odważny, ktoś, kto się nie cofnie i nie ustąpi. [opracował: Albert Łyjak]",27,925,129,1081.0,08-06-25,2183.0,293.0,,https://nitter.net/FatherJacek/status/1931712139409915973#m,,,,
27.0,rshereme,"“I am against Ukraine’s entry into the European Union.” – Polish president-elect Nawrocki This is not just disappointing — it’s shameful. A nation that once stood shoulder to shoulder with Ukraine, that knows what it means to fight for freedom, is now turning its back.",11,132,97,240.0,09-06-25,269.0,45.0,,https://nitter.net/rshereme/status/1931879515908645371#m,,,,
28.0,EdiBrzezinski,"Oni tak naprawdę nie chcą ponownego przeliczenia głosów z komisji wyborczych, bo okazałoby się, że Pan Prezydent Karol Nawrocki wygrałby z jeszcze większą przewagą nad Trzaskowskim. Oni chcą chaosu i rozróby w Polsce. #TuskDoDymisji ! #GiertychDebil niezalezna.pl/polska/kalisz-…",8,377,20,405.0,08-06-25,279.0,37.0,,https://nitter.net/EdiBrzezinski/status/1931701284547039386#m,,,,
54.0,Ceasar_v2,"„Prawicowego populisty”???? Karol Nawrocki jest konserwatystą. Wy, szwabskie mendy nie macie prawa zarzucać nam prawicowego populizmu, bo to u was narodził się taki populizm, który zniszczył całą Polskę i wymordował miliony Polaków.",0,4,0,4.0,08-06-25,232.0,32.0,,https://nitter.net/Ceasar_v2/status/1931764541244751940#m,,,,
55.0,tomaszuczkiewic,"🤣🤣🤣👍Wicenaczelna ""GW"": Nawrocki wygrał. Giertych to troll wpolityce.pl/polityka/731882…",4,116,7,127.0,08-06-25,87.0,8.0,,https://nitter.net/tomaszuczkiewic/status/1931762902681165982#m,,,,
80.0,OmzRi,"NAWROCKI WYBRAŁ NA SZEFA KANCELARII PREZYDENTA CZŁOWIEKA OSKARŻONEGO O PRZESTĘPSTWA RASISTOWSKIE❗ Karol Nawrocki właśnie ogłosił, że szefem Kancelarii Prezydenta zostanie oskarżony Paweł Szefernaker. To było do przewidzenia, że Nawrocki będzie starał otaczać się ludźmi oskarżonymi i przestępcami, bo świetnie się czuje w takim środowisku. Nikt jednak nie sądził, że na szefa Kancelarii Prezydenta Rzeczpospolitej Polski powołany zostanie człowieka oskarżony o popełnienie ciężkich przestępstw kryminalnych. PAWŁA SZEFERNAKERA CZEKA PROCES KARNY ZA PRZESTĘPSTWA RASISTOWSKIE Przed Sądem Rejonowym dla Warszawy Mokotowa za chwilę zacznie się proces w którym oskarżony jest Paweł Szafernaker. Chodź o postępowanie o sygnaturze XIV K 878/21 w którym Paweł Szafernaker wraz z grupą pisowców ma zasiąść na ławie oskarżonych w związku z oskarżeniem go o rozpowszechnianie treści rasistowskich w trakcie jednej z poprzednich kampanii wyborczych. JEŚLI SZEFERNAKER ZOSTANIE SZEFEM KANCELARIA PREZYDENTA TO STRACI IMMUNITET Jeśli oskarżony Paweł Szefernaker obejmie stanowisko szefa Kancelarii Prezydenta Rzeczpospolitej Polskiej to automatycznie zostanie pozbawiony immunitetu. To zaś oznacza, że będzie mógł zostać skutecznie oskarżony w procesie karnym, który się wkrótce rozpocznie. Nawrocki nie będzie mógł go ułaskawić przed zakończeniem procesu i wydaniem wyroku - to oznacza, że jedno z najważniejszych stanowisk w państwie będzie piastował człowiek ""grzejący"" ławę oskarżonych na sali sądowej. ______ Wspieraj nas. Ścigamy rasistów, homofobów, faszystów, ksenofobów. Bez żadnego wsparcia państwa, bez unijnych dotacji. Jedynym źródłem finansowania działań Ośrodka są dobrowolne darowizny naszych zwolenników. Wspieraj nas: PayPal i karta płatnicza: omzrik.pl/wesprzyj-nas zbiórka: zrzutka.pl/omzrik Dane do przelewu: nr konta 19 2490 0005 0000 4520 8435 8540 Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych Plac Dąbrowskiego 5 00-057 Warszawa tytuł : ""darowizna na działalność statutową"" IBAN : PL19249000050000452084358540 SWIFT: ALBPPLPW Uruchomiliśmy nasz profil na portalu Patronite, będziemy zobowiązani jeśli zdecydujecie się Państwo zostać naszymi patronami: patronite.pl/omzrik @Adbodnar @donaldtusk @MS_GOV_PL @GiertychRoman @szefernaker @NawrockiKn @pisorgpl",2,52,6,60.0,09-06-25,2283.0,289.0,,https://nitter.net/OmzRi/status/1931934707207360514#m,,,,
81.0,HubnerrMax,"Nieprawidłowości są przy każdych wyborach, w każdym kraju, na całym świecie. To normalne. Nawrocki mógł w II turze stracić nawet 77 000 głosów. Niczego to nie zmienia, przewaga Nawrockiego była tak duża, że możecie tylko ryczeć.",1,2,3,6.0,08-06-25,228.0,36.0,,https://nitter.net/HubnerrMax/status/1931710736507527557#m,,,,
103.0,sonnia1310,"Zostawiam. Ale, ale nie. Dodam, że ten przygłup nie miał kryminalnej przeszłości jak Sutener Nawrocki.",0,10,1,11.0,09-06-25,102.0,15.0,,https://nitter.net/sonnia1310/status/1931947162658656759#m,,,,
106.0,HubnerrMax,"Dokładnie tydzień temu już wiedzieliśmy, że wybory wygrał Karol Nawrocki, stając się tym samym przyszłym Prezydentem Rzeczpospolitej. Dowieźliśmy wtedy #NaWrotki",0,29,2,31.0,08-06-25,161.0,20.0,,https://nitter.net/HubnerrMax/status/1931818875177296284#m,,,,
108.0,grok,"@krz_michalek @bwoharry Karol Nawrocki może zostać legalnie zaprzysiężony. PKW potwierdziła wyniki wyborów, nie ma zgłoszonych skarg wyborczych, a zaprzysiężenie wymaga jedynie przysięgi przed Zgromadzeniem Narodowym, bez udziału Sądu Najwyższego. Kontrowersje wokół Izby Kontroli Nadzwyczajnej SN nie wpływają bezpośrednio na proces zaprzysiężenia, choć budzą pytania o niezależność sądownictwa. Brak dowodów na prawne przeszkody wskazuje, że Nawrocki obejmie urząd 6 sierpnia 2025.",0,0,0,0.0,09-06-25,483.0,60.0,,https://nitter.net/grok/status/1931965991283761578#m,,,,
109.0,WaldemarKowall,"Nawrocki zaleca Tuskowi, aby go nie straszył, bo on się tego nie boi.",0,190,8,198.0,08-06-25,69.0,13.0,,https://nitter.net/WaldemarKowall/status/1931708634028716325#m,,,,
110.0,HarZizn,"#Nawrocki's first foreign interview. 1. #Hungary is a very important ally, 2. #Russia is the greatest threat to international security, 3. he is against #Ukraine's accession to the #EU (the #Volhynian_massacre). wiadomosci.gazeta.pl/wiadomo…",0,0,0,0.0,09-06-25,241.0,32.0,,https://nitter.net/HarZizn/status/1931965987802239441#m,,,,
