id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
17,MarDobos,"""My"" tzn kto? Wychodzi na to że jesteście w mniejszości. Nawrocki był fatalnym kandydatem ale Trzaskowski obiecał przywrócenie handlowych niedziel, zmniejszenie składki zdrowotnej przedsiębiorcom i udaje że nie było ludobójstwa na Wołyniu. Nigdy na kogoś takiego nie zagłosuję.",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",277,38,
18,Load newest,Brak treści,0,0,0,0,,11,2,
19,ekazikowska,"„Prezydent Nawrocki, mimo ataku, dał radę - i Ty też dasz radę, jeśli będziesz ciężko pracować.”",1,49,0,50,"Jun 2, 2025 · 3:41 PM UTC",96,16,
20,AfD,"+++ AfD-Bundessprecher gratulieren Karol Nawrocki zur Wahl! +++ Die Bundessprecher der Alternative für Deutschland, Tino Chrupalla und Dr. Alice Weidel, zur Wahl von Karol Nawrocki: „Wir gratulieren Herrn Dr. Nawrocki zu seiner Wahl zum neuen Staatspräsidenten Polens! Die hohe Wahlbeteiligung unterstreicht die Bedeutung dieser Wahlentscheidung des polnischen Volkes – Europa ist in Bewegung, und das ist gut so. Wir wünschen Herrn Dr. Nawrocki für sein neues Amt eine gute Hand sowie den Mut und die Größe zu einer vertrauensvollen Kooperation für eine europäische Zukunft in Freiheit und Sicherheit, die alte Gräben endlich überwindet.“",25,619,155,799,"Jun 2, 2025 · 2:49 PM UTC",639,93,
21,Tomasz5ek,"""Polska pękła"", ""Polska może przestać wspierać Kijów"" - cieszą się media Kremla po zwycięstwie @NawrockiKn Putinowska agencja TASS obszernie nagłaśnia antyukraińską postawę Nawrockiego. I przypomina, że Rosja wciąż walczy z Ukraińską Powstańczą Armią, podobnie jak Nawrocki.",6,208,32,246,"Jun 3, 2025 · 5:30 AM UTC",274,36,
22,CarlBMenger,BREAKING: Pro-#Bitcoin presidential candidate Nawrocki just won the Polish elections,4,49,34,87,"Jun 2, 2025 · 8:46 AM UTC",84,10,
23,f_philippot,"Excellente nouvelle ! L’européiste pro-guerre a perdu la présidentielle en #Pologne et c’est Karol #Nawrocki, qui n’enverra aucune troupe en #Ukraine et refuse formellement toute « Europe de la Défense » qui vient d’être élu président ! (cf : franceinfo.fr/monde/europe/u…) Il n’est certes pas parfait mais largement préférable à son adversaire et surtout il pourra bloquer l’affreux 1er ministre #Tusk, euromondialiste de la pire espèce ! L’UE et les fous de guerre en PLS ce matin !",43,1531,210,1784,"Jun 2, 2025 · 6:34 AM UTC",484,77,
24,radio_republika,#PoranekRadiaRepublika | Fala HEJTU w mediach społecznościowych na córkę Nawrockiego| @MajaNabzdyjak piped.video/watch?v=r6I8c6… #RadioRepublika #Radio #Republika #TVRepublika #DomWolnegoSłowa #WłączPrawdę #FalaHejtu #Hejt #CórkaNawrockiego #Nawrocki,1,6,0,7,"Jun 3, 2025 · 8:44 AM UTC",250,22,
25,JackPosobiec,"President Nawrocki Say it, Anne President Nawrocki",40,1171,194,1405,"Jun 2, 2025 · 10:30 AM UTC",50,7,
26,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,399,6742,2690,9831,"Jun 2, 2025 · 5:04 PM UTC",274,43,
27,Maciej_Swirski,"Wynik wyborów w Dziadkowicach, miejscowości w pobliżu Malinowa, w którym mieszkała ś.p. Filomena Leszczyńska walcząca o dobre imię Polski przeciwko dr. Janowi Grabowskiemu i prof. Barbarze Engelking. Karol Nawrocki 80,19% Rafał Trzaskowski 19,81% Stryj Pani Filomeny ocalił kilkudziesięciu Żydów, ukrywał Żołnierzy Niezłomnych, ratował sąsiadów od wywózki do Niemiec. Te okolice, niedaleko Siemiatycz i Drohiczyna to ostoja patriotyzmu i antykomunizmu .",4,1074,36,1114,"Jun 2, 2025 · 7:12 AM UTC",453,60,
28,ekazikowska,„Karol Nawrocki prezydentem Polski”.,3,137,18,158,"Jun 3, 2025 · 8:08 AM UTC",36,4,
29,mastrobradipo,"Elezioni in #Polonia, il sovranista Nawrocki vince con il 50,89%. Ha mobilitato la destra, che lo ha votato nonostante la sua biografia inquietante. Decisivo il voto nei voivodati dell'Est e nelle campagne, tradizionali roccaforti del #Pis. repubblica.it/esteri/2025/06…",1,6,6,13,"Jun 2, 2025 · 7:55 AM UTC",270,37,
30,Piotr212212,1. Areszt Śledczy we Wrocławiu: - Rafał Trzaskowski: 521 głosów - Karol Nawrocki: 82 głosy 2. Zakład Karny w Rzeszowie: - Rafał Trzaskowski: 761 głosów - Karol Nawrocki: 188 głosów 3. Zakład Karny w Potulicach: - Rafał Trzaskowski: 617 głosów - Karol Nawrocki: 99 głosów,0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",270,45,
31,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",32,988,72,1092,"Jun 2, 2025 · 5:17 PM UTC",219,33,
32,cpt_davidov,Karol Nawrocki maczał palce w sprawie Manfrediego i Johnsona,7,272,30,309,"Jun 2, 2025 · 8:31 PM UTC",60,9,
33,hela_pm,"Jako pisior z krwi i kości obiecuję, że będę przypominać politykom Prawa i Sprawiedliwości dzięki komu Karol Nawrocki wszedł do Pałacu Prezydenckiego",0,3,1,4,"Jun 2, 2025 · 8:47 AM UTC",149,22,
34,kontrafunk,"Bei der Präsidentschaftswahl in Polen hat der rechtskonservative, parteilose Karol Nawrocki gesiegt, und westliche Medien laufen Sturm. Was sein Sieg bedeutet, erläutert Warschau-Korrespondentin Aleksandra Rybinska.",0,9,1,10,"Jun 3, 2025 · 8:34 AM UTC",215,25,
35,Mops741,Jetzt auch noch Polencuck? Nawrocki ist stockdeutschfeindlich und wird wieder mit Reparationsforderungen um die Ecke kommen.,0,0,0,0,"Jun 3, 2025 · 9:01 AM UTC",124,16,
36,WywracamStolik,"Tutaj np. Nawrocki myśli już lepiej, bo mówi o budowaniu koalicji państw, które mają podobne podejście do nas. Tak działa polityka w UE.",0,0,0,0,"Jun 3, 2025 · 9:01 AM UTC",136,23,
37,MarioNawfal,"TUSK RATTLED: CALLS CONFIDENCE VOTE AFTER NAWROCKI WINS PRESIDENCY Poles handed PM Donald Tusk a political reality check - electing Karol Nawrocki as president in a tight runoff. Now Tusk, leader of the shaky pro-EU coalition, is calling a confidence vote to prove his government still has a pulse. Nawrocki promised to block radical social reforms, cut refugee benefits, and put Polish interests ahead of Brussels lectures. Tusk said “nothing changes.” But when you call a vote to see if your own MPs still back you…something definitely changed. Source: AFP",3,20,31,54,"Jun 3, 2025 · 8:10 AM UTC",558,90,
38,ExplicitePL,Ponieważ nie był bokserem jak Nawrocki,0,0,0,0,"Jun 3, 2025 · 9:01 AM UTC",38,6,
39,danFal190339,bo miał mniej głosów niż Nawrocki cała filozofia,0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",48,8,
40,GiertychRoman,"Problemem nie jest to, że Nawrocki będzie pisowców ułaskawiał. Bo może to robić dopiero po prawomocnym skazaniu. A te przy obecnym tempie wymiaru sprawiedliwości zapadną już po zakończeniu drugiej kadencji Prezydenta Tuska lub Sikorskiego. Czyli ok. za 15 lat.",26,194,759,979,"Jun 2, 2025 · 8:45 PM UTC",260,39,
41,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",6,308,94,408,"Jun 3, 2025 · 7:48 AM UTC",113,19,
42,iriedaily94,"Polen heeft het grootste leger van Europa. De nieuwe Poolse President Nawrocki wil geen soldaten inzetten voor Zelensky, is klaar met die nutteloze oorlog. Dat gaat Rutte niet leuk vinden. Ik geniet....",0,42,9,51,"Jun 3, 2025 · 6:38 AM UTC",202,32,
43,WydBialyKruk,"Prof. @CzarnekP nie wytrzymał szambiarstwa dziennikarki. „Będzie przestrzeń do prawdziwego dialogu politycznego, kiedy Karol Nawrocki zacznie funkcjonować jako prezydent”. bialykruk.pl/wydarzenia/prof…",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",201,20,
44,PsyGuy007,"Karol Nawrocki a déclaré : « Ma Pologne est une Pologne sans migrants illégaux. C'est une Pologne où, au lieu de centres d'intégration, il y a des centres de déportation pour ceux qui veulent détruire notre sécurité. » Êtes-vous d’accord avec lui ? A. OUI B. NON",71,1103,1050,2224,"Jun 2, 2025 · 2:32 PM UTC",262,47,
45,JacekWronaCBS,Prezydent Karol Nawrocki na pielgrzymce kibiców u NMP Częstochowskiej!! Trochę z moimi małym udziałem!!,1,121,11,133,"Jun 3, 2025 · 5:15 AM UTC",103,14,
46,ekazikowska,„Karol Nawrocki prezydentem Polski”.,3,138,18,159,"Jun 3, 2025 · 8:08 AM UTC",36,4,
47,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",4,99,23,126,"Jun 3, 2025 · 6:27 AM UTC",263,32,
48,JohnHann0404,The EU will be squirming at the new that Polish nationalist and anti globalist Karol Nawrocki won the presidential election in Poland. It’s a sign of which way Europe’s politics is moving and its AWAY from the EU #Poland #PolishElections #polish #karolnawrocki #Nawrocki #eu #antieu #nationalist,3,38,18,59,"Jun 2, 2025 · 3:46 PM UTC",295,46,
49,Lukasz_Bonzel,Do tej pory Prezydent Karol Nawrocki nie otrzymał gratulacji od,22,1013,90,1125,"Jun 2, 2025 · 3:21 PM UTC",63,10,
50,CezaryCzerniak,"Dla normalnego obywatela wszystko jedno, czy Nawrocki wygrał większością 350 tys głosów, jak twierdzi PKW, czy, jak w rzeczywistości, 800 tys - 1 mln głosów.",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",157,25,
51,msnpe,"Los polacos opinan sobre la cooperación entre Nawrocki y Tusk: ""Son dos mundos diferentes"" msn.com/es-pe/noticias/otras…",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",120,15,
52,OkunAdam,Ej ale Nawrocki miał wypowiedzieć pakt migracyjny? Kłamał?,0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",58,8,
53,TELADOIOLANIUS,Avete notato l'assordante silenzio dei media sulla vittoria dell'estrema destra in #Polonia ? #Orban trova un nuovo #patriota alleato in #Nawrocki ilpost.it/2025/06/02/lestrem…,2,75,18,95,"Jun 2, 2025 · 5:14 PM UTC",176,22,
54,hooliganscz1999,"02.06.2025Karol Nawrocki - a fan of Lechia Gdańsk, a former hooligan (who participated including fight Lechia Gdańsk vs. Lech Poznań 70x70, 2009) became the president of Poland, click for more here: hooligans.cz/2025/06/02/karo…",196,520,281,997,"Jun 2, 2025 · 7:53 AM UTC",228,32,
55,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",39,1097,130,1266,"Jun 2, 2025 · 6:49 PM UTC",208,35,
56,Load newest,Brak treści,0,0,0,0,,11,2,
57,Tuca_ro,"După victoria naționalistului Karol Nawrocki în alegerile prezidențiale din Polonia, tonul politicii externe de la Varșovia riscă să se schimbe radical. mariustuca.ro/externe/poloni…",0,8,1,9,"Jun 3, 2025 · 3:35 AM UTC",182,22,
58,Trump_Fact_News,"Le président polonais Nawrocki : « Ma Pologne est une Pologne où, au lieu de centres d’intégration pour migrants, il y a des centres de déportation pour ceux qui veulent détruire notre pays ! » La Pologne est entre de bonnes mains.",23,980,42,1045,"Jun 2, 2025 · 5:33 PM UTC",231,42,
59,Marekfello,"Chyba do UE, bo do Nato Nawrocki nie ma nic do gadania.",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",55,12,
60,Anna94955278,Nawrocki prowadził kampanię tylko negatywną i wygrał!,0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",53,7,
61,clashreport,"Karol Nawrocki becomes Poland’s new president with backing from the conservative-nationalist Law and Justice Party. He’s mixing support for Ukraine with fierce Euroscepticism, U.S. alignment, and historical grievances.",3,23,15,41,"Jun 2, 2025 · 4:10 PM UTC",218,28,
62,45johnmac,Congratulations to Poland and good luck to Karol Nawrocki who will put polish people first.,0,6,0,6,"Jun 3, 2025 · 8:51 AM UTC",91,15,
63,Ewa67401320,"PiS miał 8 długich lat na uczynienie z Polski kraj mlekie. I miodem płynący ! Zoztawił pustą KASĘ, brud i SZAMBO ! wypad do ZSRR !!!a Kaczyński do DPS- u, NAWROCKI pokieruje !!! Leki na ""głowę "" też niewiele pomogą ...",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",218,41,
64,TomaszSakiewicz,"""Karol Nawrocki - prezydentem Polski!"" - rozległo się w Sejmie! WIDEO tvrepublika.pl/Polska/Tak-Se…",0,10,0,10,"Jun 3, 2025 · 8:41 AM UTC",99,12,
65,nikitheblogger,"Wahnsinn: Katrin Göring-Eckardt kommentiert den Wahlsieg von Nawrocki in Polen mit: Es werden schwere Zeiten für alle, die die Freiheit lieben! Gehts eigentlich noch? Die Polen haben Nawrocki mehrheitlich demokratisch gewählt... DAS ist ihre Freiheit! Oder ist es für euch nur Freiheit, wenn Linke gewinnen?",6,221,115,342,"Jun 2, 2025 · 11:48 AM UTC",307,45,
66,arturmate9,Nawrocki prezydent Bosak premier Mentzen Minister finansow Braun Minister KiDN Tarczyński -Minister spraw zagranicznych Gen. Andrzejczak - Minister obrony narodowej Bryłka - minister rolnictwa,0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",192,24,
67,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",370,10606,817,11793,"Jun 2, 2025 · 5:05 PM UTC",192,30,
68,Tomasz5ek,"""Polska pękła"", ""Polska może przestać wspierać Kijów"" - cieszą się media Kremla po zwycięstwie @NawrockiKn Putinowska agencja TASS obszernie nagłaśnia antyukraińską postawę Nawrockiego. I przypomina, że Rosja wciąż walczy z Ukraińską Powstańczą Armią, podobnie jak Nawrocki.",6,208,32,246,"Jun 3, 2025 · 5:30 AM UTC",274,36,
69,GregParis75017,"W kampanii wyborczej pan Nawrocki zapowiedział że jeśli zostanie Prezydentem to jego pierwszą podróżą będzie Watykan! Czy Papież już wie że kibol i alfons który krzyczał ze swoimi ziomkami na Jasnej Górze ""Raz sierpem Raz młotem Czerwoną hołotę"" wybiera się do niego w odwiedziny",4,68,55,127,"Jun 2, 2025 · 10:08 PM UTC",279,44,
70,DolnyMokotow,Powoli przyzwyczajajmy się do przejścia z PAD na PKN. Niech żyje Pan Prezydent Nawrocki!,1,39,2,42,"Jun 2, 2025 · 8:22 PM UTC",88,14,
71,nikitheblogger,"Bombe: In Polen wird der rechte Kandidat Nawrocki neuer Präsident! Er ist gegen die Unterstützung der Ukraine, gegen Massenmigration, für die traditionelle Familie, pro Trump und von der Leyen hat Angst vor ihm! Ist das geil oder ist das geil?",6,267,130,403,"Jun 2, 2025 · 10:12 AM UTC",243,40,
72,GuntherEagleman,MSNBC is very upset over Karol Nawrocki winning the presidency in Poland. They even note how the last minute smear campaigns didn't work. @JackPosobiec can you send them our regards?,17,336,95,448,"Jun 2, 2025 · 5:17 PM UTC",182,30,
73,cholewa_bojowa,"Mamy nowego prezydenta, 40+ letniego faceta, który *już* uwielbia o sobie mówić w 3os.l.p. i kocha dźwięk własnego nazwiska. Odkryjemy pokłady narcyzmu i buty jakiej u Dudy po 10 latach nie było. Będzie straszno-żałośnie. #Nawrocki #NawrockiPrezydent #Wybory",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",258,37,
74,ArturStelmasiak,"Ta mapa robi wrażenie. Przewaga gmin, w których #Nawrocki wygrał jest miażdżąca. 🟥#Trzaskowski 🟦 #Nawrocki",1,30,8,39,"Jun 3, 2025 · 7:08 AM UTC",106,15,
75,MiloszCiccone,"To nie jest mój prezydent i nigdy go nie zaakceptuje. To jest skandal że taki typ jak Nawrocki zostanie prezydentem, to jest całkowity upadek państwa.",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",150,25,
76,jaraatz,"🥊En boxeo, imponer el ritmo desde el primer asalto puede marcar el desenlace del combate. Todo indica que Nawrocki, exboxeador y nuevo presidente de Polonia, saltará al ring político con esa intención: frenar los movimientos del Gobierno de Tusk. elespanol.com/mundo/europa/2…",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",276,40,
77,GrzegorzKubik2,"33% Polaków posiada wyksztalcenie średnie i pomaturalne. Jest to największa część społeczeństwa ze względu na poziome wykształcenia. Karol Nawrocki w tej grupie zdobył poparcie wśród 51,6% Polaków. Jeśli pani jest tą znaną celebrytką, to niestety nie jest pani zbyt bystra.",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",273,40,
78,RGrudnicki,"Będzie to samo, o co się rzucano że nie może być wszystko z jednej partii. Ale zauważyłem, że niestety jakby u Tuska było to źle w jakby Wrócił PiS to nagle Ali układ jest już dobry. Hipokryzja bierze górę niestety z dwóch stron, a Nawrocki jako człowiek dla mnie nie powinien być",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",280,52,
79,AgatonKozinski,"Wybory wyborami - ale przynajmniej ta okładka zostanie Prezydent Nawrocki może ją kłaść na biurku z boku, gdy go będą odwiedzać zagraniczne delegacje",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",149,23,
80,MSzuldrzynski,"Przez pół roku łgali, ze Tusk z Unią unieważnią wybory, jak wygra wybory Nawrocki. Nawrocki wygrał, Tusk i von der Leyen uznali wynik, więc muszą wymyślać kolejny poziom kłamstw. Żadnej godności",2,108,96,206,"Jun 2, 2025 · 8:00 PM UTC",194,31,
81,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",6,309,94,409,"Jun 3, 2025 · 7:48 AM UTC",113,19,
82,Kloc_K,Wszedł ten Nawrocki do II tury?,0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",31,6,
83,Monk_665,"To się skończy. Teraz gdy Nawrocki pokaże się z rodziną to spodziewam się prędzej skandowania ""Kasia! Kasia!"" Niż ""Karol! Karol!"" Reakcja ludzi zamknie hejterom gęby.",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",166,25,
84,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,399,6743,2690,9832,"Jun 2, 2025 · 5:04 PM UTC",274,43,
85,KD9495896426762,Nawrocki nie wygrał tylko Konfederacja wygrała dla Nawrockiego,0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",62,8,
86,Mariio5gtr,Dzięki m.in. wam wygrał Karol Nawrocki. Dzięki waszemu szczuciu. Otrzymaliście już kwiaty w podzięce od prezydenta elekta?,0,1,0,1,"Jun 3, 2025 · 8:18 AM UTC",122,17,
87,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",39,1098,130,1267,"Jun 2, 2025 · 6:49 PM UTC",208,35,
88,KrzysztofLipiec,Warszawa. Radosnym zawołaniem „Karol Nawrocki Prezydentem Polski” rozpoczęliśmy dwudniowe 36. posiedzenie Sejmu RP. #Nawrocki2025,0,9,1,10,"Jun 3, 2025 · 8:18 AM UTC",129,14,
89,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",32,989,72,1093,"Jun 2, 2025 · 5:17 PM UTC",219,33,
90,danFal190339,bo miał mniej głosów niż Nawrocki cała filozofia,0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",48,8,
91,GiertychRoman,"Problemem nie jest to, że Nawrocki będzie pisowców ułaskawiał. Bo może to robić dopiero po prawomocnym skazaniu. A te przy obecnym tempie wymiaru sprawiedliwości zapadną już po zakończeniu drugiej kadencji Prezydenta Tuska lub Sikorskiego. Czyli ok. za 15 lat.",26,194,759,979,"Jun 2, 2025 · 8:45 PM UTC",260,39,
92,Load newest,Brak treści,0,0,0,0,,11,2,
93,iriedaily94,"Polen heeft het grootste leger van Europa. De nieuwe Poolse President Nawrocki wil geen soldaten inzetten voor Zelensky, is klaar met die nutteloze oorlog. Dat gaat Rutte niet leuk vinden. Ik geniet....",0,42,9,51,"Jun 3, 2025 · 6:38 AM UTC",202,32,
94,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",6,309,94,409,"Jun 3, 2025 · 7:48 AM UTC",113,19,
95,WydBialyKruk,"Prof. @CzarnekP nie wytrzymał szambiarstwa dziennikarki. „Będzie przestrzeń do prawdziwego dialogu politycznego, kiedy Karol Nawrocki zacznie funkcjonować jako prezydent”. bialykruk.pl/wydarzenia/prof…",0,0,0,0,"Jun 3, 2025 · 9:02 AM UTC",201,20,
96,PsyGuy007,"Karol Nawrocki a déclaré : « Ma Pologne est une Pologne sans migrants illégaux. C'est une Pologne où, au lieu de centres d'intégration, il y a des centres de déportation pour ceux qui veulent détruire notre sécurité. » Êtes-vous d’accord avec lui ? A. OUI B. NON",71,1103,1050,2224,"Jun 2, 2025 · 2:32 PM UTC",262,47,
97,JacekWronaCBS,Prezydent Karol Nawrocki na pielgrzymce kibiców u NMP Częstochowskiej!! Trochę z moimi małym udziałem!!,1,121,11,133,"Jun 3, 2025 · 5:15 AM UTC",103,14,
98,ekazikowska,„Karol Nawrocki prezydentem Polski”.,3,138,18,159,"Jun 3, 2025 · 8:08 AM UTC",36,4,
99,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",4,99,23,126,"Jun 3, 2025 · 6:27 AM UTC",263,32,
100,JohnHann0404,The EU will be squirming at the new that Polish nationalist and anti globalist Karol Nawrocki won the presidential election in Poland. It’s a sign of which way Europe’s politics is moving and its AWAY from the EU #Poland #PolishElections #polish #karolnawrocki #Nawrocki #eu #antieu #nationalist,3,38,18,59,"Jun 2, 2025 · 3:46 PM UTC",295,46,
101,Lukasz_Bonzel,Do tej pory Prezydent Karol Nawrocki nie otrzymał gratulacji od,22,1013,90,1125,"Jun 2, 2025 · 3:21 PM UTC",63,10,
