id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
28,Trump_Fact_News,"Le président polonais Nawrocki : « Ma Pologne est une Pologne où, au lieu de centres d’intégration pour migrants, il y a des centres de déportation pour ceux qui veulent détruire notre pays ! » La Pologne est entre de bonnes mains.",22,943,41,1006,"Jun 2, 2025 · 5:33 PM UTC",231,42,
29,nypost,Trump-backed candidate Karol Nawrocki wins Poland’s presidential election trib.al/dfLchcM,22,269,44,335,"Jun 2, 2025 · 10:35 AM UTC",89,9,
30,Bolo24103665196,"Rozumiem że jak dla Tuska autorytetem jest gangus, oszust i alfons to dla wyborcy PiSu już nie może być gangus, oszust i alfons bo co wolno wojewodzie to nie tobie smrodzie? Poza tym Nawrocki nie jest żadnym z w/w lala",0,0,0,0,"Jun 3, 2025 · 8:01 AM UTC",218,40,
31,DoRzeczy_pl,"Nawrocki otrzymał gratulacje z USA. Padły słowa o ""nowym rozdziale"" dorzeczy.pl/swiat/735396/rub…",0,58,4,62,"Jun 3, 2025 · 4:47 AM UTC",97,11,
32,mmagierowski,"""Branding Nawrocki as “populist,” “hard-core Euroskeptic,” “far right,” “pro-Putin,” or “Trumpian” is preposterous. Polish politics is too complex to indulge in such simplistic terms"". My comment (and some of my colleagues') for @AtlanticCouncil atlanticcouncil.org/blogs/ne…",17,366,40,423,"Jun 2, 2025 · 5:46 PM UTC",275,34,
33,givemedih,100 kobiet na jedno #ognisko #polska #wynory #nawrocki @Lemksy1 @Otylia420,0,1,0,1,"Jun 3, 2025 · 7:58 AM UTC",74,10,
34,rolek_atomek,"No to skąd wiesz, że Nawrocki miał nielegalnego snusa? Mial legalne velo. O co jest afera? Sami sobie robicie pod górkę",0,0,0,0,"Jun 3, 2025 · 8:01 AM UTC",119,21,
35,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,388,6522,2579,9489,"Jun 2, 2025 · 5:04 PM UTC",274,43,
36,waldemar_buda,"Wiecie dlaczego Tusk nie dowozi obietnic? Blokuje go Karol Nawrocki. A nie przepraszam jeszcze Andrzej Duda, na prawie 100 ustaw wetując 6.",0,18,9,27,"Jun 3, 2025 · 7:21 AM UTC",139,22,
37,GuntherEagleman,MSNBC is very upset over Karol Nawrocki winning the presidency in Poland. They even note how the last minute smear campaigns didn't work. @JackPosobiec can you send them our regards?,17,327,94,438,"Jun 2, 2025 · 5:17 PM UTC",182,30,
38,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",4,96,37,137,"Jun 3, 2025 · 7:48 AM UTC",113,19,
39,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",359,10358,785,11502,"Jun 2, 2025 · 5:05 PM UTC",192,30,
40,eduardomenoni,"| El presidente electo de Polonia, Karol Nawrocki, dice: “Mi Polonia es una Polonia sin inmigrantes ilegales. Es una Polonia donde en lugar de centros de integración hay centros de deportación para aquellos que quieren destruir nuestra seguridad”.",64,2663,135,2862,"Jun 2, 2025 · 12:48 AM UTC",247,38,
41,IrekKaczmarek,"Bążur. Wczoraj był czas na świętowanie. Każdy ma do tego prawo kto głosował na Karol Nawrocki. Świętowaliśmy. ! DZIŚ JEDNAK PRZYPOMINAM ZE NASZYM ZWYCIESTWEM JEST JEDYNIE BRAK ZMIAN NA SZACHOWNICY. NIE UDAŁO SIĘ TUSKOWI DOMKNĄĆ SYSTEMU. Wczoraj ten Pan - miał swoje ""orędzie"" gdzie groził i Tobie i Mi w sposób otwarty. "" Wszystkim, którzy głosowali na Rafała Trzaskowskiego mówię dziś: jedziemy dalej. Wiem, co czujecie, ale pamiętajmy: umówiliśmy się na wielką rzecz, wymagającą siły, wytrwałości i być może więcej czasu, niż byśmy chcieli. W demokracji walka nigdy się nie kończy."" Ciągle i nieustannie mamy wiec DEMOKRACJE WALCZĄCĄ TUSKA, z prawem, i instytucjami Polski. Będzie mówił o Polsce nieustannie nią niszcząc. Zaraz będzie ODWET i ZEMSTA. Tak jak on to rozumie. 01.06. przegrał bitwę ale ciągle swoją TOCZY WOJNĘ o kryptonimie ""fur Deutchland"". Pamiętajcie. o tym. i RT jeśli się zgadzasz.",1,27,4,32,"Jun 3, 2025 · 4:55 AM UTC",903,141,
42,GregParis75017,"W kampanii wyborczej pan Nawrocki zapowiedział że jeśli zostanie Prezydentem to jego pierwszą podróżą będzie Watykan! Czy Papież już wie że kibol i alfons który krzyczał ze swoimi ziomkami na Jasnej Górze ""Raz sierpem Raz młotem Czerwoną hołotę"" wybiera się do niego w odwiedziny",4,64,45,113,"Jun 2, 2025 · 10:08 PM UTC",279,44,
43,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,388,6522,2579,9489,"Jun 2, 2025 · 5:04 PM UTC",274,43,
44,IPPWarszawa,Nawrocki prezydentem! Co dalej? | IPP piped.video/live/BmoJOcWbIGs… przez @YouTube,0,0,0,0,"Jun 3, 2025 · 1:43 AM UTC",82,9,
45,WarNewsPL1,"@NawrockiKn wygrał w komisji wyborczej w Kosowie, w której głosowali przede wszystkim polscy żołnierze. Kandydat wspierany przez @pisorgpl zdobył tam 74,41 proc. głosów. Nawrocki wygrał też na Podlasiu, gdzie stacjonują mundurowi pełniący służbę przy polsko-białoruskiej granicy - informuje @Int_Wydarzenia",24,759,158,941,"Jun 2, 2025 · 11:02 AM UTC",306,39,
46,JackPosobiec,Nawrocki is now the President-Elect of Poland,26,2029,155,2210,"Jun 2, 2025 · 10:07 AM UTC",45,7,
47,Ad_Vitam44_,"« Ma Pologne, c’est une Pologne sans immigration illégale. Ce n’est pas de centres d’intégration que nous avons besoin, mais de centres de déportation pour ceux qui menacent notre sécurité. » Karol Nawrocki Nous devons faire la même chose en France, partout en Europe , et maintenant……….. 🤍",3,63,9,75,"Jun 3, 2025 · 5:17 AM UTC",290,48,
48,geertwilderspvv,"President-elect #Nawrocki said earlier: “Let’s help others, but let’s take care of our own citizens first,” “If I become president, I will be guided by a simple but important principle: Poland first, Poles first.” Congratulations Poland, with this patriotic President!",46,1992,265,2303,"Jun 2, 2025 · 10:40 AM UTC",268,40,
49,CryptooRadar,"Karol Nawrocki terpilih sebagai Presiden Polandia dengan 50,89% suara. Dikenal sebagai pendukung Bitcoin, ia berjanji menghapus pajak capital gain dan menolak regulasi ketat terhadap crypto. #CryptoNews #CryptoRadar #CryptoRadarNews",0,0,0,0,"Jun 3, 2025 · 8:01 AM UTC",232,28,
50,Load newest,Brak treści,0,0,0,0,,11,2,
51,FoxNews,"WINNER, WINNER: A key American ally is following America's playbook, after Polish voters swung in favor of the conservative candidate at the ballots. The victory for Karol Nawrocki comes after he personally met @realDonaldTrump at the @WhiteHouse last month and received praise from @Sec_Noem for his border enforcement plans.",8,171,85,264,"Jun 3, 2025 · 12:51 AM UTC",326,49,
52,NorbertMaker,Nie pamiętam czy kiedykolwiek po dwóch godzinach snu wstałem taki szczęśliwy. Urodziłem się w Polsce KAROL NAWROCKI PREZYDENTEM POLSKI Przeżyjmy to jeszcze raz.,1,99,5,105,"Jun 2, 2025 · 9:25 AM UTC",160,23,
53,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",4,96,38,138,"Jun 3, 2025 · 7:48 AM UTC",113,19,
54,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",36,967,118,1121,"Jun 2, 2025 · 6:49 PM UTC",208,35,
55,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",359,10359,785,11503,"Jun 2, 2025 · 5:05 PM UTC",192,30,
56,ricwe123,"This is Karol Nawrocki, now officially Poland’s president with 50.9% of the vote. He’s known for his hardline views on Ukraine ,and you can bet the Brussels bureaucrats won’t be thrilled. ""We must become the main force rebuilding Ukraine after the end of the war. I will not send Polish soldiers to Ukraine. Polish soldiers must defend Poland. The discussion about Ukraine joining NATO is absolutely groundless. This will put the entire alliance in a state of war with Russia""",7,187,25,219,"Jun 2, 2025 · 8:04 AM UTC",476,80,
57,EmekaGift100,BREAKING: Karol Nawrocki wins the Presidential elections of Poland. #Polandelection2025,0,36,2,38,"Jun 2, 2025 · 9:01 AM UTC",87,10,
58,Pacanow,Nie - PKWN - Prezydent Karol Wielki Nawrocki 🤓,0,0,0,0,"Jun 3, 2025 · 8:01 AM UTC",46,9,
59,MrJohnBingham,"Pozdrawiam serdecznie, Karol Nawrocki. a.k.a Tadeusz Batyr, wybierz sobie od kogo dostałeś właśnie baty.",18,381,31,430,"Jun 2, 2025 · 4:11 PM UTC",104,14,
60,PsyGuy007,"Karol Nawrocki a déclaré : « Ma Pologne est une Pologne sans migrants illégaux. C'est une Pologne où, au lieu de centres d'intégration, il y a des centres de déportation pour ceux qui veulent détruire notre sécurité. » Êtes-vous d’accord avec lui ? A. OUI B. NON",68,1077,1014,2159,"Jun 2, 2025 · 2:32 PM UTC",262,47,
61,DDStandaard,Polen kiest voor soevereiniteit: Nawrocki verslaat EU-marionetten dagelijksestandaard.nl/buite…,0,10,2,12,"Jun 2, 2025 · 3:00 PM UTC",95,8,
62,DameBTC,A debile sie dziwią dlaczego Nawrocki z aferami wygrywa wybory.,0,0,0,0,"Jun 3, 2025 · 8:01 AM UTC",63,10,
63,M4rekM,"Pani i sztabu nie zastanawia, ze kaczynski mowi po 21 jak i Nawrocki, ze wygrają w nocy? I wygrywają?! To taki sutenerski i kremlowski styl. Prawie 1.5mln głosów różnicy w małopolskim, lubelskim i Podkarpaciu... Przypadek? Balbina skręcił wybory jak w 2020r.",0,0,0,0,"Jun 3, 2025 · 8:01 AM UTC",258,41,
64,DudekPL4,"W zakładzie psychiatrycznym, dowiedzieli się że wygrał Karol Nawrocki 🤣",6,37,50,93,"Jun 2, 2025 · 10:04 PM UTC",71,10,
65,forzanimes1203,"Selon le nouveau président Karol Nawrocki de la Pologne : Zéro migration illégale équivaut à zéro attaque terroriste. Simple comme ""bonjour"" sauf macron qui ne l'a toujours pas compris #PolandElection",0,0,0,0,"Jun 3, 2025 · 8:01 AM UTC",200,30,
66,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",32,947,72,1051,"Jun 2, 2025 · 5:17 PM UTC",219,33,
67,geertwilderspvv,"President-elect #Nawrocki said earlier: “Let’s help others, but let’s take care of our own citizens first,” “If I become president, I will be guided by a simple but important principle: Poland first, Poles first.” Congratulations Poland, with this patriotic President!",46,1993,265,2304,"Jun 2, 2025 · 10:40 AM UTC",268,40,
68,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",36,969,118,1123,"Jun 2, 2025 · 6:49 PM UTC",208,35,
69,CarmenRota1975,"@NawrockiKn @DanielNawrocki_ Do Lewych!ludzie ja się pytam jakim prawem wciąż jest wyzywany od alfonsów gangusów,i obrażany Pan Prezydent Elekt dr Karol Nawrocki?!i wara od Kasi Nawrockiej!~rana od bata się zagoi,od języka nigdy..~!niech to będzie wymowne!litości!🫣",0,0,0,0,"Jun 3, 2025 · 8:02 AM UTC",265,35,
70,StevenArra,"Goed nieuws uit Polen! Gisteren was een dag om te vieren, beste lezers, want Polen heeft gesproken, en hoe! Karol Nawrocki, de rechts-conservatieve kandidaat, heeft met een nipte 50,89% van de stemmen de presidentsverkiezingen gewonnen. En laten we eerlijk zijn: dit is niet zomaar een overwinning, dit is een mokerslag voor de linkse, neoliberale dromers die dachten dat ze Polen konden omtoveren tot een willoze pion van Ursula von der Leyen en haar Brussel-bubbel. Met Nawrocki aan het roer is er eindelijk weer een leider met gezond verstand, ruggengraat en een flinke dosis Poolse trots. En ja, ik zit hier met een brede grijns, want dit is goed nieuws voor Polen én voor Europa. Hier leest u mijn volledige column: stevenschrijft.substack.com/… (Gepubliceerd op Substack - recent aangemaakt, volgen is toegestaan en motiverend voor mij…)",1,44,7,52,"Jun 2, 2025 · 2:48 PM UTC",843,134,
71,lereveildatlas,"FLASH : La Pologne va désormais se retirer du pacte migratoire de l'UE suite à l'élection du nouveau président nationaliste Karol Nawrocki. C'était le fer de lance de sa campagne. Cette élection marque un tournant eurosceptique majeur, suscitant des inquiétudes sur l'unité de l'UE.",3,134,4,141,"Jun 2, 2025 · 5:57 PM UTC",282,44,
72,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",359,10358,785,11502,"Jun 2, 2025 · 5:05 PM UTC",192,30,
73,waldemar_buda,"Wiecie dlaczego Tusk nie dowozi obietnic? Blokuje go Karol Nawrocki. A nie przepraszam jeszcze Andrzej Duda, na prawie 100 ustaw wetując 6.",0,18,9,27,"Jun 3, 2025 · 7:21 AM UTC",139,22,
74,GuntherEagleman,MSNBC is very upset over Karol Nawrocki winning the presidency in Poland. They even note how the last minute smear campaigns didn't work. @JackPosobiec can you send them our regards?,17,327,94,438,"Jun 2, 2025 · 5:17 PM UTC",182,30,
75,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",4,96,39,139,"Jun 3, 2025 · 7:48 AM UTC",113,19,
76,eduardomenoni,"| El presidente electo de Polonia, Karol Nawrocki, dice: “Mi Polonia es una Polonia sin inmigrantes ilegales. Es una Polonia donde en lugar de centros de integración hay centros de deportación para aquellos que quieren destruir nuestra seguridad”.",64,2663,135,2862,"Jun 2, 2025 · 12:48 AM UTC",247,38,
77,IrekKaczmarek,"Bążur. Wczoraj był czas na świętowanie. Każdy ma do tego prawo kto głosował na Karol Nawrocki. Świętowaliśmy. ! DZIŚ JEDNAK PRZYPOMINAM ZE NASZYM ZWYCIESTWEM JEST JEDYNIE BRAK ZMIAN NA SZACHOWNICY. NIE UDAŁO SIĘ TUSKOWI DOMKNĄĆ SYSTEMU. Wczoraj ten Pan - miał swoje ""orędzie"" gdzie groził i Tobie i Mi w sposób otwarty. "" Wszystkim, którzy głosowali na Rafała Trzaskowskiego mówię dziś: jedziemy dalej. Wiem, co czujecie, ale pamiętajmy: umówiliśmy się na wielką rzecz, wymagającą siły, wytrwałości i być może więcej czasu, niż byśmy chcieli. W demokracji walka nigdy się nie kończy."" Ciągle i nieustannie mamy wiec DEMOKRACJE WALCZĄCĄ TUSKA, z prawem, i instytucjami Polski. Będzie mówił o Polsce nieustannie nią niszcząc. Zaraz będzie ODWET i ZEMSTA. Tak jak on to rozumie. 01.06. przegrał bitwę ale ciągle swoją TOCZY WOJNĘ o kryptonimie ""fur Deutchland"". Pamiętajcie. o tym. i RT jeśli się zgadzasz.",1,27,4,32,"Jun 3, 2025 · 4:55 AM UTC",903,141,
78,Load newest,Brak treści,0,0,0,0,,11,2,
79,GregParis75017,"W kampanii wyborczej pan Nawrocki zapowiedział że jeśli zostanie Prezydentem to jego pierwszą podróżą będzie Watykan! Czy Papież już wie że kibol i alfons który krzyczał ze swoimi ziomkami na Jasnej Górze ""Raz sierpem Raz młotem Czerwoną hołotę"" wybiera się do niego w odwiedziny",4,64,45,113,"Jun 2, 2025 · 10:08 PM UTC",279,44,
80,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,388,6523,2579,9490,"Jun 2, 2025 · 5:04 PM UTC",274,43,
81,IPPWarszawa,Nawrocki prezydentem! Co dalej? | IPP piped.video/live/BmoJOcWbIGs… przez @YouTube,0,0,0,0,"Jun 3, 2025 · 1:43 AM UTC",82,9,
82,WarNewsPL1,"@NawrockiKn wygrał w komisji wyborczej w Kosowie, w której głosowali przede wszystkim polscy żołnierze. Kandydat wspierany przez @pisorgpl zdobył tam 74,41 proc. głosów. Nawrocki wygrał też na Podlasiu, gdzie stacjonują mundurowi pełniący służbę przy polsko-białoruskiej granicy - informuje @Int_Wydarzenia",24,759,158,941,"Jun 2, 2025 · 11:02 AM UTC",306,39,
83,JackPosobiec,Nawrocki is now the President-Elect of Poland,26,2028,155,2209,"Jun 2, 2025 · 10:07 AM UTC",45,7,
84,eduardomenoni,"| El presidente electo de Polonia, Karol Nawrocki, dice: “Mi Polonia es una Polonia sin inmigrantes ilegales. Es una Polonia donde en lugar de centros de integración hay centros de deportación para aquellos que quieren destruir nuestra seguridad”.",64,2663,135,2862,"Jun 2, 2025 · 12:48 AM UTC",247,38,
85,Ad_Vitam44_,"« Ma Pologne, c’est une Pologne sans immigration illégale. Ce n’est pas de centres d’intégration que nous avons besoin, mais de centres de déportation pour ceux qui menacent notre sécurité. » Karol Nawrocki Nous devons faire la même chose en France, partout en Europe , et maintenant……….. 🤍",3,63,9,75,"Jun 3, 2025 · 5:17 AM UTC",290,48,
86,geertwilderspvv,"President-elect #Nawrocki said earlier: “Let’s help others, but let’s take care of our own citizens first,” “If I become president, I will be guided by a simple but important principle: Poland first, Poles first.” Congratulations Poland, with this patriotic President!",46,1993,265,2304,"Jun 2, 2025 · 10:40 AM UTC",268,40,
87,CryptooRadar,"Karol Nawrocki terpilih sebagai Presiden Polandia dengan 50,89% suara. Dikenal sebagai pendukung Bitcoin, ia berjanji menghapus pajak capital gain dan menolak regulasi ketat terhadap crypto. #CryptoNews #CryptoRadar #CryptoRadarNews",0,0,0,0,"Jun 3, 2025 · 8:01 AM UTC",232,28,
88,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",4,97,39,140,"Jun 3, 2025 · 7:48 AM UTC",113,19,
89,FoxNews,"WINNER, WINNER: A key American ally is following America's playbook, after Polish voters swung in favor of the conservative candidate at the ballots. The victory for Karol Nawrocki comes after he personally met @realDonaldTrump at the @WhiteHouse last month and received praise from @Sec_Noem for his border enforcement plans.",8,171,85,264,"Jun 3, 2025 · 12:51 AM UTC",326,49,
90,NorbertMaker,Nie pamiętam czy kiedykolwiek po dwóch godzinach snu wstałem taki szczęśliwy. Urodziłem się w Polsce KAROL NAWROCKI PREZYDENTEM POLSKI Przeżyjmy to jeszcze raz.,1,99,5,105,"Jun 2, 2025 · 9:25 AM UTC",160,23,
91,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",36,969,118,1123,"Jun 2, 2025 · 6:49 PM UTC",208,35,
92,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",359,10359,785,11503,"Jun 2, 2025 · 5:05 PM UTC",192,30,
93,ricwe123,"This is Karol Nawrocki, now officially Poland’s president with 50.9% of the vote. He’s known for his hardline views on Ukraine ,and you can bet the Brussels bureaucrats won’t be thrilled. ""We must become the main force rebuilding Ukraine after the end of the war. I will not send Polish soldiers to Ukraine. Polish soldiers must defend Poland. The discussion about Ukraine joining NATO is absolutely groundless. This will put the entire alliance in a state of war with Russia""",7,187,25,219,"Jun 2, 2025 · 8:04 AM UTC",476,80,
94,geertwilderspvv,"President-elect #Nawrocki said earlier: “Let’s help others, but let’s take care of our own citizens first,” “If I become president, I will be guided by a simple but important principle: Poland first, Poles first.” Congratulations Poland, with this patriotic President!",46,1994,265,2305,"Jun 2, 2025 · 10:40 AM UTC",268,40,
95,WojPawelczyk,"Poland's President-Elect Karol Nawrocki will succeed Andrzej Duda, a conservative whose second and final term ends on Aug. 6. White Boy Summer is gonna be so lit this year",1,5,3,9,"Jun 3, 2025 · 7:48 AM UTC",171,29,
96,KrzemoweEcho,obliczam liczbę głosów skręconych na 5-7%. Tak więc p. Nawrocki wygrałby jakieś 59%:41% lub lepiej. Myślę że jeszcze o tym usłyszymy.,0,17,6,23,"Jun 2, 2025 · 11:55 PM UTC",133,21,
97,Bamberrek,"Mieszkał w nim Pan Jerzy. Nie wiem ile było czynszu. Ogólnie dobry biznes, bo Nawrocki inaczej nie miałby dostępu do mieszkania komunalnego, etycznie raczej kiepsko. Odpowiesz na pytanie? Skłamał w akcie notarialnym czy w wywiadzie?",0,0,0,0,"Jun 3, 2025 · 8:02 AM UTC",232,35,
