id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
25,DoRzeczy_pl,"Nieoficjalnie: #Kaczyński wskazał ministra do Pałacu, #Nawrocki odmówił dorzeczy.pl/kraj/735651/nawr…",15,33,50,98,"Jun 3, 2025 · 12:54 PM UTC",101,9,
26,PPolityce,"Karol Nawrocki pokazał rożki i nie zgodził się na Kuchcinskiego w kancelarii prezydenta. Fakt, trudno byłoby o większy falstart zatrudniając tę personę. dorzeczy.pl/kraj/735651/nawr…",0,22,26,48,"Jun 3, 2025 · 2:35 PM UTC",182,23,
27,ArekAlb,"No mocno przestrzelił. 99% Polaków nie może się też równać wykształceniem z Nawrockim. Obyciem paradoksalnie również nie, bo Nawrocki czy to jako dyrektor MIIWŚ czy prezes IPN regularnie jeździł na różne zagraniczne konferencje w różnych częściach świata.",0,0,0,0,"Jun 3, 2025 · 2:59 PM UTC",255,37,
28,BartoszScheuer,"Chciałbym zwrócić uwagę, że Nawrocki wygrał wybory, mimo iż ciągle trwa zamach stanu.",2,59,9,70,"Jun 3, 2025 · 7:47 AM UTC",85,13,
29,The_Cactus_News,"Poland Elects Historian with Questionable Resume as President Because Why Not He's got no political experience, but hey, who needs that when you've got friends like Donald Trump? Karol Nawrocki, a 42-year-old historian, is now Poland's president, because the Law and Justice party clearly has a great track record of vetting candidates. His impressive resume includes getting on Russia's wanted list, hanging out with underworld figures, and allegedly involvement in a brawl and prostitution - basically, a model citizen. His supporters, of course, see him as the embodiment of traditional values, because nothing says ""tradition"" like scandal and controversy. With his campaign echoing American right-wing themes, it's no surprise he's a Trump-backed candidate - birds of a feather, after all. Poland, you've got a treat in store. #poland #politics #elections",0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",860,130,
30,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,84,2563,247,2894,"Jun 3, 2025 · 11:57 AM UTC",162,24,
31,Wolfypolitics,"Reißt die Brandmauer nieder! Hört auf, den Marxisten zu kriechen, die euch bei jeder Gelegenheit hintelistig in den Rücken fallen werden. Stoppt die Agenda 2030. Rettet Europa. Verbündet euch mit der Trump-Bewegung, Nawrocki und Orban! Macht Merkels Zerstörung Europas rückgängig!",0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",280,40,
32,BPartisans,Le nouveau président polonais Nawrocki sur la non-place de l'Ukraine au sein de l'OTAN : Nous devons devenir la force principale dans la reconstruction de l’Ukraine après la fin de la guerre. Je n’enverrai pas de soldats polonais en Ukraine. Les soldats polonais doivent défendre la Pologne. Je suppose que ce n’est pas surprenant. [Je vous ai entendu dire cela à plusieurs reprises]. Le débat sur l’adhésion de l’Ukraine à l’OTAN est absolument sans fondement. L’adhésion de l’Ukraine à l’OTAN placera l’ensemble de l’Alliance nord-atlantique dans un état de guerre avec la Russie.,0,104,5,109,"Jun 2, 2025 · 2:53 PM UTC",582,93,
33,PsyGuy007,"Karol Nawrocki a déclaré : « Ma Pologne est une Pologne sans migrants illégaux. C'est une Pologne où, au lieu de centres d'intégration, il y a des centres de déportation pour ceux qui veulent détruire notre sécurité. » Êtes-vous d’accord avec lui ? A. OUI B. NON",82,1230,1181,2493,"Jun 2, 2025 · 2:32 PM UTC",262,47,
34,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",449,12386,944,13779,"Jun 2, 2025 · 5:05 PM UTC",192,30,
35,Maciej_2828,"Nawrocki to wojownik i twardziel, przetrzymał polityczno-medialne tsunami i dlatego wygrał",0,3,0,3,"Jun 2, 2025 · 11:55 AM UTC",90,11,
36,CkSzymon,"Sikorski - Tarczyński ale będzie bitwa, Tarczyński was wciągie nosem jak teraz Snus Nawrocki It's loading...",0,0,1,1,"Jun 2, 2025 · 6:33 PM UTC",108,16,
37,giorgiaa26,Karol Nawrocki ex buttafuori e' il nuovo Premier di Polonia gemello nero di Salvini e amico di Capanera. Sembra che potra' inviarci prostitute gratis senza dazio .... Sotto i due gemelli neri - A sinistra il buttafuori - a destra il butta dentro,1,6,4,11,"Jun 3, 2025 · 12:59 PM UTC",245,43,
38,GregParis75017,"Od teraz przy każdej wizycie w Polsce jeśli będę na bazarku czy w małym sklepie, zanim cokolwiek kupię u takiego sprzedawcy poproszę zdjęcie karty wyborczej z pytaniem na kogo zagłosował? Jeśli zakreślił Nawrocki to niczego u takiej osoby nie kupię!",2,26,37,65,"Jun 3, 2025 · 10:02 AM UTC",249,40,
39,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,480,7981,3200,11661,"Jun 2, 2025 · 5:04 PM UTC",274,43,
40,boskismak,Tylko Polska.,0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",13,2,
41,blyskavka_ua,"The newly elected President of Poland Karol Nawrocki told Volodymyr Zelenskyy that he expects to continue the partnership with Ukraine: ""I believe that this requires not only a good dialog, but also the resolution of urgent historical issues. Poland has been the strongest supporter of Ukraine against russian aggression, no other country understands this threat better than we do, and I hope that we will continue to work together for the common good, to resolve the unresolved past and build a secure future together"". Follow @blyskavka_ua",0,7,6,13,"Jun 3, 2025 · 2:37 PM UTC",541,86,
42,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",72,2021,224,2317,"Jun 2, 2025 · 6:49 PM UTC",208,35,
43,Firarafaa,Nawrocki ma dłuższego. I o wiele większe jaja. Musiał być pierwszy. Sama rozumiesz.,2,24,22,48,"Jun 3, 2025 · 2:19 PM UTC",83,13,
44,Load newest,Brak treści,0,0,0,0,,11,2,
45,StZaryn,"Karol Nawrocki pokazał, że potrafi obalać sowiecko-rosyjskie kłamstwa. Dlatego jest dziś atakowany przez rosyjską propagandę i tamtejsze służby. Oficjalnie Kreml wstrzymuje się od komentowania wyniku wyborów w Polsce, ale rosyjskie służby prowadzą operację deprecjonowania Karola Nawrockiego i IPN. Aktualnie promowane są kłamstwa dot. @NawrockiKn, a IPN oskarżany jest o fałszowanie historii (pisze o tym @Disinfo_Digest). Moskwa prowadzi spójną operację dyskredytacji przyszłego Prezydenta RP i jego dorobku. Nawrocki, z uwagi na projekt demontażu propagandowych sowieckich pomników, jest od dawna na celowniku Kremla.",3,56,3,62,"Jun 3, 2025 · 2:05 PM UTC",620,81,
46,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",72,2021,224,2317,"Jun 2, 2025 · 6:49 PM UTC",208,35,
47,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",12,732,213,957,"Jun 3, 2025 · 7:48 AM UTC",113,19,
48,laderechadiario,"| El presidente Donald Trump felicitó al presidente electo de Polonia, el historiador de extrema derecha Karol Nawrocki: ""¡Felicidades, Polonia! ¡Eligieron un GANADOR!"".",0,18,1,19,"Jun 3, 2025 · 2:31 PM UTC",169,23,
49,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,84,2564,247,2895,"Jun 3, 2025 · 11:57 AM UTC",162,24,
50,UpdateNews724,"BREAKING: The new President of Poland, Karol Nawrocki, called on the European Union to respect the sovereignty of European nations and Christian values.",1,32,11,44,"Jun 3, 2025 · 2:52 PM UTC",152,23,
51,pete_rizzo_,BREAKING: PRO-BITCOIN PRESIDENTIAL CANDIDATE NAWROCKI JUST WON THE POLISH ELECTIONS EUROPE IS EMBRACING BTC. HUGE,14,711,173,898,"Jun 2, 2025 · 8:03 AM UTC",113,15,
52,JanKot07,"Polska staje się ""sławna"" w świecie...🤔 W Ameryce piszą o nowym prezydencie... Tłumaczenie dla pisowskiego elektoratu który przecież nie zna angielskiego: ""Antyeuropejski chuligan stadionowy, sutener Karol Nawrocki wygrywa wybory prezydenckie w Polsce o włos""...",1,62,9,72,"Jun 3, 2025 · 8:01 AM UTC",262,34,
53,pawel_zabrze,"Myślę, że Prezydent Karol Nawrocki podpisaĺby projekt ustawy o kwocie wolnej od podatku do 60 tysięcy złotych. Ale takiej ustawy rząd Donalda Tuska nie utworzy, bo im nie zależy na dobru Polski i Polaków! Jesteś tego samego zdania, to RT mile widziane",0,9,0,9,"Jun 2, 2025 · 6:07 PM UTC",251,42,
54,skrupulatny,"Długo nie potrafiłem sobie uświadomić, dlaczego tak bardzo przekonujące są zapewnienia pisowców, że Nawrocki będzie łączył Polaków i zakończy podziały jako kandydat obywatelski. I właśnie to sobie uświadomiłem, Dlatego:",0,39,9,48,"Jun 3, 2025 · 12:58 PM UTC",219,29,
55,adijas628,"Czy nam to się podoba czy nie tylko Koalicja Obywatelska jest jedyną siłą, która jest w stanie powstrzymać brunatną falę PiSu i Konfederacji. Tak więc albo silna KO albo będziemy mieli okrutne nierządy koalicji PiS-Konfa. Nie ma innej drogi! #Siódemka",1,1,0,2,"Jun 3, 2025 · 2:52 PM UTC",251,40,
56,LukePaulPL,"I ja choć miałem coś innego na myśli napisałem bzdurę (w ostatnim wpisie). Gdyby połowa tej różnicy zmieniła zdanie, to oczywiście wtedy oscylowalibyśmy w okolicach remisu. Gdyby nikt zdania nie zmienił, a głosy nieważne przypisać Trzaskowskiemu, to dalej wygrałby Nawrocki.",0,0,0,0,"Jun 3, 2025 · 2:59 PM UTC",274,40,
57,LaurentSegnis,"« Une Europe respectueuse de l’État de droit » : Emmanuel Macron adresse un message clair au nouveau président polonais Le message de Paris à Varsovie est clair. Ce lundi, @EmmanuelMacron et Jean-Noël Barrot ont tous les deux félicité le nouveau président polonais Karl Nawrocki, tout en appelant le dirigeant nationaliste à collaborer avec ses voisins européens dans le respect de l’État de droit. leparisien.fr/international/…",2,51,5,58,"Jun 2, 2025 · 6:36 PM UTC",428,65,
58,Robert08938405,"No właśnie Gdyby to PiS zrobił,pierdolił by o tym na każdej konferencji A ja ostatnio sprawdzałem kto jest rzecznikiem obecnego rzadu",0,3,0,3,"Jun 3, 2025 · 2:43 PM UTC",133,21,
59,BiskupBiurko,Nawrocki podobno miał przynajmniej trzy sztaby udowadniając że lepiej mieć za dużo niż za mało:'),0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",97,15,
60,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,84,2567,248,2899,"Jun 3, 2025 · 11:57 AM UTC",162,24,
61,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",72,2022,224,2318,"Jun 2, 2025 · 6:49 PM UTC",208,35,
62,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",39,1295,87,1421,"Jun 2, 2025 · 5:17 PM UTC",219,33,
63,StZaryn,"Karol Nawrocki pokazał, że potrafi obalać sowiecko-rosyjskie kłamstwa. Dlatego jest dziś atakowany przez rosyjską propagandę i tamtejsze służby. Oficjalnie Kreml wstrzymuje się od komentowania wyniku wyborów w Polsce, ale rosyjskie służby prowadzą operację deprecjonowania Karola Nawrockiego i IPN. Aktualnie promowane są kłamstwa dot. @NawrockiKn, a IPN oskarżany jest o fałszowanie historii (pisze o tym @Disinfo_Digest). Moskwa prowadzi spójną operację dyskredytacji przyszłego Prezydenta RP i jego dorobku. Nawrocki, z uwagi na projekt demontażu propagandowych sowieckich pomników, jest od dawna na celowniku Kremla.",3,57,3,63,"Jun 3, 2025 · 2:05 PM UTC",620,81,
64,PatrickDalroy12,"Jeśli będzie ""decyzją Kaczyńskiego"", to Nawrocki przegra w I turze innym kandydatem prawicy, np. Bosakiem, Kaczyński zwyczajnie jest już za słaby, tak samo jak Tusk.",0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",165,25,
65,wi51141,Pan Prezydent Karol Nawrocki sam musi dobrać sobie personel do sprawnego działania a starych wyżeraczy politycznych pogonić.,0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",124,17,
66,UpdateNews724,"BREAKING: The new President of Poland, Karol Nawrocki, called on the European Union to respect the sovereignty of European nations and Christian values.",1,33,11,45,"Jun 3, 2025 · 2:52 PM UTC",152,23,
67,LWallger,"Nu har @svt lyckats gräva fram något negativt som hände för 16 år sedan.. ..när Polensnyvalde president Karol Nawrocki deltog i ett arrangerat slagsmål..allt för att smutskasta. Orsaken är att han är kritisk till EU, konservativ, gillar Trump och har ett förflutet som tungvikts boxare..",0,7,5,12,"Jun 3, 2025 · 2:15 PM UTC",287,45,
68,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,2,92,3,97,"Jun 3, 2025 · 2:04 PM UTC",232,40,
69,WojPawelczyk,"Globalist Prime Minister of Poland, Donald Tusk, Plans a Coup Against the New Polish President Karol Nawrocki, Threatens to Govern Despite President Nawrocki's Veto. Yesterday Tusk addressed the nation, saying: ""A contingency plan, assuming difficult cohabitation, has been prepared. It is difficult to assume in advance what the attitude of the new president will be. If he shows a willingness to cooperate, it will be a positive surprise, to which we will respond with full openness. If not, there is no point in waiting. We will start working regardless of the circumstances, because that is why we were elected. We will submit ready-made bills, but if necessary, we will govern and make decisions even with a president who blocks good changes.""",0,26,4,30,"Jun 3, 2025 · 2:14 PM UTC",748,121,
70,Barras_LATAM,"En 2009, en su etapa como Ultra del Legia Gdańsk, participo en la famosa pelea mano a mano 70 vs 70 contra Ultras del Lech Poznan, que terminó con varios muchachos con heridas graves, entre ellas fracturas de mandíbula y voladura de dientes (Foto adjunta) Nawrocki participo en el grupo Ultra de Legia Gdańsk hasta aproximadamente 2016, cuando comenzó a involucrarse más en la política y a tener un perfil público. En febrero de 2024, fue añadido a la lista de personas buscadas por Rusia, acusado de delitos vinculados a la retirada de monumentos que homenajeaban la presencia del Ejército Rojo en Polonia entre 1944 y 1989.",0,7,0,7,"Jun 2, 2025 · 6:20 PM UTC",625,107,
71,HonoriOjczyzna,"Pojeby, a dzieci wiceprezydenta Vance'a to widzieli? Na inauguracji to był ogień, więc skurwysyny lewackie 6/7 letnia dziewczynka ma prawo do zabawy. Prezydent Nawrocki będzie miał okazję pogadać o takich skurwielach jak wy i pogadać o dzieciach, które wy skrobiecie.",0,1,0,1,"Jun 3, 2025 · 2:59 PM UTC",267,40,
72,JasonMiller,"With Nawrocki’s victory, it can be! 🤝",1,52,22,75,"Jun 3, 2025 · 11:53 AM UTC",37,7,
73,Load newest,Brak treści,0,0,0,0,,11,2,
74,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",449,12386,944,13779,"Jun 2, 2025 · 5:05 PM UTC",192,30,
75,The_Cactus_News,"Poland Elects Historian with Questionable Resume as President Because Why Not He's got no political experience, but hey, who needs that when you've got friends like Donald Trump? Karol Nawrocki, a 42-year-old historian, is now Poland's president, because the Law and Justice party clearly has a great track record of vetting candidates. His impressive resume includes getting on Russia's wanted list, hanging out with underworld figures, and allegedly involvement in a brawl and prostitution - basically, a model citizen. His supporters, of course, see him as the embodiment of traditional values, because nothing says ""tradition"" like scandal and controversy. With his campaign echoing American right-wing themes, it's no surprise he's a Trump-backed candidate - birds of a feather, after all. Poland, you've got a treat in store. #poland #politics #elections",0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",860,130,
76,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,84,2567,248,2899,"Jun 3, 2025 · 11:57 AM UTC",162,24,
77,Wolfypolitics,"Reißt die Brandmauer nieder! Hört auf, den Marxisten zu kriechen, die euch bei jeder Gelegenheit hintelistig in den Rücken fallen werden. Stoppt die Agenda 2030. Rettet Europa. Verbündet euch mit der Trump-Bewegung, Nawrocki und Orban! Macht Merkels Zerstörung Europas rückgängig!",0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",280,40,
78,BPartisans,Le nouveau président polonais Nawrocki sur la non-place de l'Ukraine au sein de l'OTAN : Nous devons devenir la force principale dans la reconstruction de l’Ukraine après la fin de la guerre. Je n’enverrai pas de soldats polonais en Ukraine. Les soldats polonais doivent défendre la Pologne. Je suppose que ce n’est pas surprenant. [Je vous ai entendu dire cela à plusieurs reprises]. Le débat sur l’adhésion de l’Ukraine à l’OTAN est absolument sans fondement. L’adhésion de l’Ukraine à l’OTAN placera l’ensemble de l’Alliance nord-atlantique dans un état de guerre avec la Russie.,0,104,5,109,"Jun 2, 2025 · 2:53 PM UTC",582,93,
79,PsyGuy007,"Karol Nawrocki a déclaré : « Ma Pologne est une Pologne sans migrants illégaux. C'est une Pologne où, au lieu de centres d'intégration, il y a des centres de déportation pour ceux qui veulent détruire notre sécurité. » Êtes-vous d’accord avec lui ? A. OUI B. NON",82,1230,1181,2493,"Jun 2, 2025 · 2:32 PM UTC",262,47,
80,Maciej_2828,"Nawrocki to wojownik i twardziel, przetrzymał polityczno-medialne tsunami i dlatego wygrał",0,3,0,3,"Jun 2, 2025 · 11:55 AM UTC",90,11,
81,CkSzymon,"Sikorski - Tarczyński ale będzie bitwa, Tarczyński was wciągie nosem jak teraz Snus Nawrocki It's loading...",0,0,1,1,"Jun 2, 2025 · 6:33 PM UTC",108,16,
82,giorgiaa26,Karol Nawrocki ex buttafuori e' il nuovo Premier di Polonia gemello nero di Salvini e amico di Capanera. Sembra che potra' inviarci prostitute gratis senza dazio .... Sotto i due gemelli neri - A sinistra il buttafuori - a destra il butta dentro,1,6,4,11,"Jun 3, 2025 · 12:59 PM UTC",245,43,
83,GregParis75017,"Od teraz przy każdej wizycie w Polsce jeśli będę na bazarku czy w małym sklepie, zanim cokolwiek kupię u takiego sprzedawcy poproszę zdjęcie karty wyborczej z pytaniem na kogo zagłosował? Jeśli zakreślił Nawrocki to niczego u takiej osoby nie kupię!",2,26,37,65,"Jun 3, 2025 · 10:02 AM UTC",249,40,
84,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,480,7981,3201,11662,"Jun 2, 2025 · 5:04 PM UTC",274,43,
85,boskismak,Tylko Polska.,0,1,0,1,"Jun 3, 2025 · 3:00 PM UTC",13,2,
86,blyskavka_ua,"The newly elected President of Poland Karol Nawrocki told Volodymyr Zelenskyy that he expects to continue the partnership with Ukraine: ""I believe that this requires not only a good dialog, but also the resolution of urgent historical issues. Poland has been the strongest supporter of Ukraine against russian aggression, no other country understands this threat better than we do, and I hope that we will continue to work together for the common good, to resolve the unresolved past and build a secure future together"". Follow @blyskavka_ua",0,7,6,13,"Jun 3, 2025 · 2:37 PM UTC",541,86,
87,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",72,2023,224,2319,"Jun 2, 2025 · 6:49 PM UTC",208,35,
88,Barbara46753155,Karol Nawrocki Prezydentem Polski,0,0,0,0,"Jun 3, 2025 · 3:00 PM UTC",33,4,
89,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,84,2570,248,2902,"Jun 3, 2025 · 11:57 AM UTC",162,24,
